s,I,dIds,g_eff,theta_passive,kappa_passive,theta_info,kappa_info,x_passive,z_passive,x_info,z_info
0.0,1.0,-1.0,0.9999999990000142,0.0,5.625,0.0,5.0636363636363635,0.0,0.0,0.0,0.0
0.005050505050505051,0.9949494949494949,-1.0,0.9800006724330298,0.028249829434019824,5.561932455871849,0.02543500302318387,5.008624833544447,0.005050505050505051,0.0,0.005050505050505051,0.0
0.010101010101010102,0.98989898989899,-0.9999999999999858,0.9604013189295921,0.056181457983570014,5.498992449750025,0.05059233540989307,4.953678791592396,0.010098994950024164,0.0001426569298370713,0.010099376503782842,0.00012844576074604882
0.015151515151515152,0.9848484848484849,-1.0,0.9411939392977362,0.08379552977999565,5.436179981634527,0.07547232813641092,4.898798328108673,0.015141531500294061,0.00042625242410518837,0.015143419335871782,0.00038385361737776206
0.020202020202020204,0.9797979797979798,-1.0,0.9223706943240311,0.11109268895464182,5.373495051525355,0.10007531263564481,4.843983533587949,0.020174315381369406,0.0008489670696584777,0.020179547191786794,0.0007646652296664451
0.025252525252525256,0.9747474747474747,-0.9999999999999858,0.9039239015739949,0.1380735796388536,5.310937659422508,0.12440162079796659,4.789234498691472,0.02519368685140669,0.0014088878774096893,0.02520478276622352,0.0012692528698169238
0.030303030303030304,0.9696969696969697,-0.9999999999999858,0.8858460322566367,0.16473884596397606,5.248507805325987,0.14845158497205474,4.734551314247447,0.03019612613095834,0.0021040155776028066,0.030216257980164765,0.0018959245902811176
0.03535353535353536,0.9646464646464646,-1.0000000000000142,0.8681297081517279,0.1910891320613543,5.186205489235792,0.1722255379657388,4.679934071251436,0.03517825348887478,0.00293227173041887,0.035211213963803695,0.002642929266763636
0.04040404040404041,0.9595959595959596,-1.0,0.850767698598551,0.21712508206233336,5.1240307111519225,0.19572381304684527,4.625382860866732,0.04013682904670026,0.0038915056448071946,0.04018700085607769,0.0035084615121775773
0.045454545454545456,0.9545454545454546,-0.9999999999999858,0.8337529175446344,0.24284734009825834,5.06198347107438,0.21894674394404595,4.570897774424746,0.04506875231819583,0.004979501099419706,0.045141077430965244,0.004490666457862211
0.05050505050505051,0.9494949494949495,-1.0000000000000142,0.8170784206537856,0.2682565503004744,5.000063769003163,0.24189466484770794,4.516478903425398,0.04997106150033317,0.006193982860463888,0.050071010560536755,0.005587644398903092
0.05555555555555556,0.9444444444444444,-1.0,0.8007374024719652,0.2933533568003265,4.938271604938271,0.26456791041074557,4.462126339537506,0.054840932531781114,0.007532622992180077,0.054974474524571514,0.00679745530089957
0.06060606060606061,0.9393939393939394,-0.9999999999999858,0.7847231936495269,0.31813840372915975,4.876606978879706,0.2869668157494746,4.407840174599178,0.05967567793455481,0.008993046956491673,0.05984925017635858,0.008118123166004555
0.06565656565656566,0.9343434343434344,-1.0000000000000142,0.7690292582193275,0.3426123352183193,4.815069890827467,0.309091716444468,4.353620500618191,0.06447274545411986,0.010572839499172853,0.06469322397409014,0.00954764025651701
0.07070707070707072,0.9292929292929293,-1.0000000000000142,0.7536491909292536,0.3667757953991502,4.753660340781552,0.33094294854141393,4.2994674097724,0.06922971651284347,0.01226955032062803,0.06950438688703454,0.011083971174739183
0.07575757575757576,0.9242424242424242,-0.9999999999999858,0.7385767146278645,0.3906294284029974,4.692378328741965,0.3525208485519758,4.245380994410121,0.07394430449126459,0.014080699530081515,0.07428083318544373,0.01272505679821838
0.08080808080808081,0.9191919191919192,-0.9999999999999858,0.7238056777024808,0.41417387836120617,4.631223854708702,0.37382575345465424,4.191361347050525,0.07861435285121844,0.016003782882635268,0.0790207591229072,0.014468818069877482
0.08585858585858587,0.9141414141414141,-1.0000000000000142,0.7093300515685759,0.43740978940512154,4.570196918681767,0.39485800069565063,4.137408560384033,0.08323783311439974,0.018036276799268263,0.08372246151961409,0.016313159642899623
0.09090909090909091,0.9090909090909091,-1.0,0.6951439282093038,0.4603378056660885,4.509297520661157,0.4156179281897333,4.083522727272728,0.08781284270948735,0.020175643170424265,0.08838433625472768,0.018255973380571493
0.09595959595959597,0.904040404040404,-0.9999999999999858,0.681241517764097,0.4829585712754522,4.448525660646872,0.4361058743211057,4.029703940750721,0.09233760270048193,0.02241933394436613,0.09300487667581282,0.020295141711606332
0.10101010101010102,0.898989898989899,-0.9999999999999858,0.6676171461657208,0.5052727303645578,4.387881338638914,0.4563221779442757,3.975952294024584,0.09681045540843,0.024764795501965975,0.09758267193298895,0.022428540841762927
0.10606060606060606,0.8939393939393939,-1.0000000000000142,0.654265252824464,0.5272809270647502,4.327364554637282,0.47626717838492794,3.9222678804737217,0.10122986193822653,0.027209472820052923,0.10211640524521004,0.024654043822851406
0.11111111111111112,0.8888888888888888,-1.0,0.6411803883587214,0.5489838055073746,4.266975308641976,0.49594121544079794,3.8686507936507946,0.10559439962170254,0.029750813425854304,0.10660485210579883,0.026969523480470475
0.11616161616161617,0.8838383838383839,-1.0,0.6283572123707666,0.5703820098237761,4.206713600652995,0.5153446293825477,3.8151011272821016,0.1099027593877191,0.03238627114544436,0.11104687843408671,0.029372855202054973
0.12121212121212122,0.8787878787878788,-1.0,0.615790491267277,0.5914761841452996,4.146579430670339,0.5344777609546438,3.7616189752679996,0.11415374306950446,0.035113309649457726,0.1154414386797354,0.03186191958702798
0.12626262626262627,0.8737373737373737,-1.0,0.6034750961232637,0.6122669726032903,4.08657279869401,0.5533409513762381,3.708204431683298,0.11834626065898907,0.037929405799634296,0.11978757388603986,0.03443460496104828
0.13131313131313133,0.8686868686868687,-1.0,0.5914060005887836,0.6327550193290934,4.026693704724008,0.5719345423420485,3.654857590777666,0.1224793275174146,0.04083205280003955,0.12408440971823725,0.03708880975652311
0.13636363636363638,0.8636363636363636,-1.0,0.5795782788375068,0.6529409684540539,3.9669421487603307,0.5902588760232448,3.6015785469760364,0.126552061551021,0.04381876315705129,0.12833115446257382,0.03982244476171798
0.14141414141414144,0.8585858585858586,-1.0,0.5679871035563135,0.6728254641095168,3.9073181308029787,0.6083142950683333,3.5483673948790226,0.13056368036014815,0.046887071452420964,0.13252709700161008,0.04263343524094108
0.14646464646464646,0.8535353535353536,-1.0000000000000142,0.5566277439750884,0.6924091504268272,3.8478216508519543,0.6261011426040463,3.495224229263318,0.13451349836963009,0.050034536933907456,0.13667160477097737,0.04551972292840935
0.15151515151515152,0.8484848484848485,-1.0,0.5454955639359625,0.7116926715373302,3.788452708907255,0.6436197622362317,3.4421491450821065,0.1384009239479089,0.05325874592814476,0.1407641217025341,0.04847926789851852
0.15656565656565657,0.8434343434343434,-1.0,0.5345860200010564,0.7306766715723709,3.72921130496888,0.6608704980507458,3.3891422374654785,0.1422254565218536,0.056557314080542556,0.14480416615860958,0.05151005031533945
0.16161616161616163,0.8383838383838383,-1.0000000000000142,0.5238946595982121,0.7493617946632944,3.6700974390368324,0.6778536946143476,3.3362036017208414,0.14598668369383822,0.05992788842713418,0.14879132886176769,0.054610072064250594
0.16666666666666669,0.8333333333333333,-1.0,0.5134171192037381,0.7677486849414459,3.6111111111111107,0.6945696969755956,3.2833333333333337,0.14968427836721193,0.06336814930337822,0.15272527082427118,0.05777735826868985
0.17171717171717174,0.8282828282828283,-0.9999999999999858,0.5031491225614417,0.7858379865381702,3.552252321191715,0.711018850665746,3.2305315279662303,0.15331799588588427,0.06687581209499188,0.1566057212811818,0.06100995869507094
0.1767676767676768,0.8232323232323232,-1.0,0.49308647893737434,0.8036303435848124,3.493521069278644,0.7272015016996541,3.17779828146137,0.15688767119335056,0.07044862883594606,0.16043247563079077,0.06430594904895942
0.18181818181818182,0.8181818181818181,-1.0,0.48322508140947995,0.8211264002127178,3.4349173553719003,0.7431179965766767,3.125133689839572,0.16039321601609643,0.07408438965878583,0.16420539338583992,0.06766343216564245
0.18686868686868688,0.8131313131313131,-1.0,0.4735609051913503,0.8383268005532314,3.3764411794714824,0.7587686822815772,3.0725378493010442,0.16383461607594615,0.07778092410245648,0.16792439613876528,0.07108053909825528
0.19191919191919193,0.8080808080808081,-1.0,0.4640900059896009,0.8552321887376982,3.31809254157739,0.7741539062854329,3.020010856225809,0.16721192833555873,0.08153610228281592,0.1715894655439721,0.0745554301066459
0.196969696969697,0.803030303030303,-1.0,0.4548085183940597,0.8718432088974635,3.259871441689623,0.7892740165465438,2.9675528071741253,0.1705252782809272,0.08534783593100068,0.1752006413199353,0.07808629555017013
0.20202020202020204,0.797979797979798,-1.0,0.44571265430015505,0.8881605051638721,3.2017778798081826,0.8041293615113444,2.9151637988869044,0.17377485724440056,0.08921407930478464,0.17875801927370952,0.08167135668760953
0.2070707070707071,0.7929292929292929,-1.0,0.43679870136285487,0.9041847216682692,3.1438118559330683,0.8187202901153168,2.862843928286137,0.17696091977142595,0.0931328299780301,0.1822617493502301,0.08530886638739897
0.21212121212121213,0.7878787878787878,-1.0,0.4280630214815289,0.9199165025419999,3.085973370064279,0.8330471517839062,2.810593292475315,0.1800837810338982,0.097102129513279,0.18571203370859096,0.08899710975133622
0.21717171717171718,0.7828282828282829,-1.0,0.4195020493151091,0.9353564919164092,3.0282624222018155,0.8471102964334395,2.7584119887398573,0.18314381429270832,0.10112006402247063,0.18910912482729614,0.09273440465492512
0.22222222222222224,0.7777777777777778,-1.0000000000000142,0.41111229082694145,0.9505053339228423,2.970679012345679,0.860910074472044,2.706300114547537,0.1861414484117977,0.10518476462070027,0.19245332364029846,0.09651910220747682
0.2272727272727273,0.7727272727272727,-1.0,0.40289032185877627,0.9653636726926442,2.9132231404958673,0.8744468368005704,2.6542577675489065,0.18907716542575453,0.1092944077778541,0.19574497770546515,0.10034958713506088
0.23232323232323235,0.7676767676767676,-1.0,0.3948327867331876,0.97993215235716,2.855894806652382,0.8877209348135165,2.602285045577728,0.19195149816273072,0.1134472155728675,0.19898447940693945,0.10422427808935933
0.2373737373737374,0.7626262626262625,-0.9999999999999858,0.3869363968840673,0.9942114170477347,2.7986940108152227,0.9007327203999538,2.5503820466514044,0.1947650279242109,0.11764145585525981,0.20217226419270692,0.10814162788543404
0.24242424242424243,0.7575757575757576,-1.0,0.37919792951438697,1.0082021108957135,2.7416207529843897,0.9134825459444558,2.4985488689714046,0.19751838222293272,0.12187544231849833,0.20530880884851896,0.11210012367137012
0.2474747474747475,0.7525252525252525,-1.0,0.3716142262809207,1.0219048780324416,2.6846750331598814,0.9259707643280293,2.4467856109237034,0.2002122325800351,0.12614753448963842,0.208394629809178,0.11609828703270672
0.25252525252525254,0.7474747474747474,-1.0,0.36418219200515944,1.0353203625892637,2.6278568513416998,0.9381977289290467,2.3950923710792136,0.20284729238230187,0.13045613763957634,0.21143028150804621,0.12013467403451113
0.2575757575757576,0.7424242424242424,-1.0,0.35689879341008485,1.0484492086975252,2.5711662075298434,0.9501637936241817,2.3434692481942125,0.20542431480016965,0.13479970261813765,0.21441635476550472,0.1242078752038948
0.26262626262626265,0.7373737373737373,-1.0000000000000142,0.34976105788217116,1.061292060488571,2.5146031017243136,0.9618693127893457,2.29191634121079,0.20794409076698184,0.13917672561810604,0.2173534752169602,0.1283165154557079
0.2676767676767677,0.7323232323232323,-0.9999999999999858,0.34276607225818656,1.0738495620937463,2.4581675339251094,0.9733146413006287,2.240433749257279,0.21040744701979486,0.14358574787217823,0.22024230178087376,0.13245925396408664
0.27272727272727276,0.7272727272727273,-1.0,0.3359109816361529,1.0861223576443961,2.401859504132231,0.9845001345352399,2.18902157164869,0.21281524420187603,0.14802535528670704,0.223083525167169,0.13663478398246112
0.2777777777777778,0.7222222222222222,-1.0,0.3291929882102573,1.0981110912718655,2.3456790123456788,0.9954261483724516,2.137679907887162,0.21516837502687866,0.15249417801597245,0.22587786642626564,0.14084183261456498
0.2828282828282829,0.7171717171717171,-1.0,0.32260935012889524,1.1098164071074996,2.289626058565452,1.0060930391945464,2.086408857662392,0.21746776250453362,0.15699088998059516,0.22862607553888073,0.14507916053891975
0.2878787878787879,0.7121212121212122,-1.0,0.31615738037565305,1.1212389492826436,2.233700642791552,1.0165011638877648,2.0352085208520854,0.21971435822756055,0.16151420833358046,0.23132893004663818,0.14934556168919524
0.29292929292929293,0.7070707070707071,-1.0,0.30983444567263524,1.1323793619286424,2.177902765023977,1.0266508798432559,1.9840789975223931,0.22190914071937698,0.16606289287735715,0.23398723372343552,0.1536398628927792
0.297979797979798,0.702020202020202,-1.0,0.30363796540573124,1.1432382891768413,2.122232425262728,1.0365425449580306,1.9330203879283632,0.22405311384206347,0.1706357454350475,0.23660181528742627,0.15796092346981547
0.30303030303030304,0.696969696969697,-1.0,0.2975654105713749,1.153816375158585,2.066689623507805,1.0461765176359161,1.8820327925143785,0.22614730526393625,0.17523160917908207,0.23917352715339396,0.16230763479489996
0.3080808080808081,0.6919191919191918,-1.0,0.291614302744368,1.164114264005219,2.0112743597592075,1.0555531567885146,1.8311163119146108,0.22819276498597638,0.17984936792014777,0.24170324422521552,0.16667891982355135
0.31313131313131315,0.6868686868686869,-1.0,0.285782213066348,1.1741325998480878,1.9559866340169367,1.0646728218361612,1.7802710469534664,0.23019056392627177,0.18448794535933444,0.24419186272803703,0.17107373258550052
0.31818181818181823,0.6818181818181818,-1.0,0.2800667612544832,1.1838720268185372,1.9008264462809912,1.0735358727088873,1.7294970986460343,0.2321417925615434,0.18914630430622478,0.24664029907971735,0.1754910576467732
0.32323232323232326,0.6767676767676767,-1.0,0.2744656146299961,1.1933331890479117,1.8457937965513722,1.0821426698473837,1.6787945681985417,0.2340475596247478,0.1938234458655516,0.24904948880102967,0.17992990954246646
0.3282828282828283,0.6717171717171717,-1.0,0.2689764871661138,1.2025167306675568,1.7908886848280787,1.0904935742039679,1.6281635570088007,0.23590899085767705,0.19851840859493003,0.2514203854640517,0.18438933218205197
0.33333333333333337,0.6666666666666666,-1.0,0.263597138555059,1.2114232958088174,1.7361111111111107,1.0985889472435524,1.5776041666666663,0.23772722781741237,0.20323026763605487,0.25375395967811865,0.18886839822896612
0.3383838383838384,0.6616161616161615,-0.9999999999999858,0.25832537329370575,1.2200535286030385,1.681461075400469,1.1064291509446158,1.5271164989544908,0.23950342673542802,0.20795813382164186,0.25605119811266175,0.19336620845618055
0.3434343434343435,0.6565656565656566,-1.0000000000000142,0.2531590397874934,1.2284080731815654,1.6269385776961531,1.1140145478001766,1.4767006558475742,0.2412387574280901,0.21270115276028023,0.2583131025562072,0.1978818910793779
0.3484848484848485,0.6515151515151515,-1.0,0.24809602947233966,1.236487573675743,1.5725436179981631,1.121345500818768,1.426356739514634,0.24293440225724636,0.21745850390125485,0.2605406890107651,0.2024146010692898
0.3535353535353536,0.6464646464646464,-1.0,0.24313427595398848,1.2442926742169165,1.5182761963064988,1.1284223735254169,1.3760848523182485,0.24459155513956207,0.22222939958129334,0.26273498682079804,0.2069635194446909
0.3585858585858586,0.6414141414141414,-1.000000000000007,0.23827175416469332,1.2518240189364307,1.4641363126211608,1.1352455299626227,1.325885096815329,0.24621142060321835,0.22701308405508866,0.2648970378359211,0.21152785254747625
0.36363636363636365,0.6363636363636364,-1.0,0.23350647953670178,1.2590822519656308,1.4101239669421486,1.1418153346913422,1.2757575757575754,0.24779521289055825,0.23180883251135068,0.26702789560645057,0.21610683130118882
0.36868686868686873,0.6313131313131313,-0.9999999999999929,0.22883650719227208,1.2660680174358623,1.3562391592694618,1.1481321527919723,1.2257023920919408,0.24934415510523644,0.23661595007604214,0.26912862461088727,0.22069971045430137
0.37373737373737376,0.6262626262626263,-1.000000000000007,0.22425993114990617,1.2727819594784697,1.3024818896031014,1.1541963498653385,1.1757196489610933,0.2508594784024048,0.24143377080436274,0.27120029951439256,0.22530576780949824
0.37878787878787884,0.6212121212121211,-1.000000000000007,0.21977488354646468,1.2792247222247985,1.2488521579430665,1.1600082920336845,1.1258094497038853,0.2523424212204462,0.2462616566629552,0.2732440044572889,0.22992430344014553
0.38383838383838387,0.6161616161616161,-0.9999999999999858,0.21537953387480732,1.2853969498061935,1.195349964289358,1.1655683459416635,1.0759718978558181,0.2537942285527514,0.2510989965037191,0.27526083237259336,0.23455463889508024
0.3888888888888889,0.6111111111111112,-1.000000000000007,0.21107208823668835,1.2912992863539998,1.1419753086419753,1.1708768787573334,1.0262070971495052,0.2552161512580218,0.2559452050305381,0.2772518843315735,0.23919611639279778
0.393939393939394,0.606060606060606,-1.000000000000007,0.2068507886106461,1.2969323759995628,1.0887281910009179,1.1759342581731533,0.9765151515151508,0.256609445407569,0.2607997217601431,0.2792182689162944,0.24384809800606208
0.398989898989899,0.601010101010101,-1.0,0.20271391213444825,1.302296862874227,1.035608611366187,1.180740852406982,0.9268961650810148,0.2579753716680776,0.2656620099782591,0.2811611016181121,0.24850996483791438
0.4040404040404041,0.5959595959595959,-1.000000000000007,0.19865977040194494,1.307393391109338,0.9826165697377813,1.1852970302030803,0.8773502421738828,0.25931519471828973,0.27053155569211146,0.28308150426105205,0.25318111619000805
0.4090909090909091,0.5909090909090908,-0.9999999999999929,0.19468670877398406,1.3122226048362409,0.9297520661157022,1.1896031608331141,0.8278774873195474,0.26063018269807126,0.2754078665802939,0.2849806044490021,0.25786096872414893
0.4141414141414142,0.5858585858585859,-0.9999999999999929,0.19079310570306826,1.3167851481862805,0.8770151004999484,1.1936596140971616,0.7784780052432724,0.2619216066883179,0.2802904709409393,0.28685953503563666,0.26254895561787917
0.4191919191919192,0.5808080808080808,-1.000000000000007,0.1869773720715651,1.3210816652908017,0.824405672890521,1.197466760324721,0.7291519008702773,0.26319074022016214,0.28517891663906514,0.2887194336159821,0.26724452571489676
0.42424242424242425,0.5757575757575757,-1.0,0.1832379505431312,1.32511280028115,0.7719237832874195,1.2010249703757223,0.6798992793262132,0.2644388588119481,0.2900727700539127,0.290561442038526,0.2719471426710664
0.42929292929292934,0.5707070707070707,-0.9999999999999929,0.17957331492709094,1.3288791972886704,0.7195694316906434,1.2043346156415402,0.6307202459376372,0.2656672395324448,0.2949716150270354,0.2923867059367673,0.27665628409673565
0.43434343434343436,0.5656565656565656,-1.000000000000007,0.1759819695555543,1.332381500444708,0.6673426181001937,1.2073960680460103,0.5816149062324966,0.2668771605887795,0.29987505181184404,0.2941963742791017,0.28137144069603637
0.43939393939393945,0.5606060606060606,-1.0,0.1724624486729934,1.3356203538806075,0.6152433425160693,1.2102097000464473,0.5325833659406106,0.2680699009375804,0.30478269602526453,0.29599159893593346,0.2860921154038171
0.4444444444444445,0.5555555555555556,-1.000000000000007,0.1690133158379902,1.3385964017277143,0.5632716049382713,1.2127758846346663,0.4836257309941514,0.2692467399178289,0.3096941776021153,0.2977735342629028,0.2908178225208183
0.44949494949494956,0.5505050505050504,-1.000000000000007,0.16563316333699715,1.3413102881173735,0.5114274053667986,1.2150949953380055,0.4347421075281286,0.27040895690393535,0.3146091397527715,0.299543336699121,0.29554808684767503
0.4545454545454546,0.5454545454545454,-0.9999999999999858,0.1623206116097889,1.3437626571809302,0.45971074380165244,1.2171674062203515,0.3859326018808781,0.27155783097756336,0.31952723792463855,0.3013021643793029,0.3002824428183011
0.4595959595959596,0.5404040404040404,-1.0,0.15907430868640365,1.3459541530497294,0.4081216202428323,1.2189934918831682,0.3371973205945413,0.2726946406167444,0.32444813876792344,0.30305117675869203,0.3050204336331846
0.4646464646464647,0.5353535353535352,-1.000000000000007,0.15589292963538443,1.3478854198551162,0.3566600346903372,1.220573627466527,0.2885363704155641,0.27382066340083805,0.3293715191061544,0.30479153424967426,0.30976161039309974
0.4696969696969697,0.5303030303030303,-0.9999999999999929,0.15277517602300697,1.3495571017284356,0.3053259871441687,1.2219081886501402,0.23994985829518217,0.27493717572991044,0.3342970649118704,0.3065243978689821,0.3145055312337184
0.4747474747474748,0.5252525252525252,-1.000000000000007,0.14971977538333683,1.3509698428010328,0.2541194776043255,1.2229975516543954,0.19143789138990586,0.2760454525571204,0.3392244702878717,0.30825092889439604,0.31925176046158554
0.47979797979797983,0.5202020202020201,-1.0,0.1467254806989167,1.352124287204253,0.2030405060708087,1.2238420932413951,0.1430005770620265,0.2771467671327199,0.3441534364543968,0.3099722885298548,0.3239998676919027
0.48484848484848486,0.5151515151515151,-0.9999999999999929,0.14379106989178803,1.3530210790694408,0.15208907254361786,1.2244421907159964,0.09463802288009801,0.2782423907582948,0.34908367074256796,0.3116896375778945,0.3287494269885506
0.48989898989898994,0.51010101010101,-1.0,0.14091534532472938,1.3536608625279418,0.10126517702275233,1.2247982219268538,0.04635033661943758,0.2793335925498895,0.3540148855944273,0.31340413611834256,0.33350001600676493
0.494949494949495,0.505050505050505,-1.0,0.13809713331246254,1.354044281711101,0.050568819508213216,1.224910565267465,-0.001862373737373968,0.28042163920867996,0.3589467975698656,0.3151169431922025,0.3382512151388696
0.5,0.5,-0.9999999999999716,0.1353352836426243,1.354171980750263,0.0,1.224779599677219,-0.04999999999999858,0.2815077947978787,0.36387912636073394,0.3168292164896725,0.34300260666345983
