chi_kappa,epsilon_asym,S_lat,cobb_like_deg,lat_dev_max,y_tip,D_geo,D_geo_norm
0.0,0.0,1.4910534843403254,38.83758846156405,0.3214746138842849,0.3214746138842849,0.0,0.0
0.0,0.005,1.4911420304260106,38.83379567655094,0.32148254370883356,0.32148254370883356,0.00014098463722155507,6.021920807634922e-05
0.0,0.01,1.491230523836054,38.83000552039243,0.32149046769176326,0.32149046769176326,0.00028240060490813756,0.0001205630630071122
0.0,0.02,1.491407352858854,38.82243308203863,0.3215062981620471,0.3215062981620471,0.0005666369391295192,0.00024167642871840178
0.0,0.03,1.4915839718670865,38.81487112135452,0.3215221053535693,0.3215221053535693,0.0008529979330885359,0.0003634939471706406
0.0,0.05,1.4919365816660997,38.79977853282686,0.32155365013304227,0.32155365013304227,0.0014435416367048462,0.0006177151123408346
0.004210526315789474,0.0,1.487244958690215,38.87675766305626,0.3212314028844105,0.3212314028844105,0.0,0.0
0.004210526315789474,0.005,1.4873193482103846,38.872969627383696,0.3212382027526382,0.3212382027526382,0.00017516589519573958,7.428257051151478e-05
0.004210526315789474,0.01,1.4873936832612698,38.86918422056846,0.32124499684651714,0.32124499684651714,0.0003499184565940521,0.00014831772186701413
0.004210526315789474,0.02,1.4875421901912493,38.86162128090937,0.32125856774019157,0.32125856774019157,0.0006982910571086448,0.00029569931191984056
0.004210526315789474,0.03,1.487690479951362,38.854068818930514,0.32127211562323177,0.32127211562323177,0.001045399684081884,0.00044230601881032456
0.004210526315789474,0.05,1.4879864098394424,38.83899522784642,0.32129914258758846,0.32129914258758846,0.0017471509052747823,0.0007423157630732088
0.008421052631578947,0.0,1.4834496586592825,38.91592823479772,0.3209873440359329,0.3209873440359329,0.0,0.0
0.008421052631578947,0.005,1.4835099874802495,38.912144953452746,0.3209930137465835,0.3209930137465835,0.00024367589381164986,0.00010259072026867774
0.008421052631578947,0.01,1.4835702604408443,38.90836430096909,0.3209986777132829,0.3209986777132829,0.00048637013373901955,0.00020467021128564418
0.008421052631578947,0.02,1.4836906390238191,38.900810869984795,0.32100998844346257,0.32100998844346257,0.0009689297361764587,0.0004073563554745892
0.008421052631578947,0.03,1.48381079489309,38.893267916696196,0.32102127628361776,0.32102127628361776,0.0014479898285387198,0.0006082487009104574
0.008421052631578947,0.05,1.4840504404224797,38.87821334303859,0.3210437835214339,0.3210437835214339,0.00240906591714152,0.0010162255980000836
0.01263157894736842,0.0,1.4796675064153406,38.955100311624875,0.32074243852117745,0.32074243852117745,0.0,0.0
0.01263157894736842,0.005,1.479713869554533,38.9513217895423,0.32074697787345163,0.32074697787345163,0.00032551684916151544,0.00013605436039571987
0.01263157894736842,0.01,1.4797601758373855,38.94754589632588,0.3207515114752966,0.3207515114752966,0.0006496838029664196,0.00027141674656132683
0.01263157894736842,0.02,1.4798526180841587,38.94000198389075,0.320760561456006,0.320760561456006,0.0012941100109392924,0.0005401408952162663
0.01263157894736842,0.03,1.4799448336548704,38.932468549171794,0.32076958851979576,0.32076958851979576,0.00193366170931541,0.0008064112864572399
0.01263157894736842,0.05,1.4801285867572145,38.917433012712934,0.3207875741215836,0.3207875741215836,0.0032151204299204032,0.0013465020264575597
0.016842105263157894,0.0,1.4758984247256874,38.994274024412896,0.32049668752801497,0.32049668752801497,0.0,0.0
0.016842105263157894,0.005,1.4759309163603567,38.99050026647473,0.32050009632157106,0.32050009632157106,0.00041283522672988597,0.00017129545472660543
0.016842105263157894,0.01,1.4759633505305196,38.98672913740915,0.3205034993213427,0.3205034993213427,0.0008240402519270329,0.0003417562634897684
0.016842105263157894,0.02,1.4760280467348488,38.979194753293925,0.32051028796751785,0.32051028796751785,0.0016417362945177387,0.000680267087026915
0.016842105263157894,0.03,1.476092513852717,38.971670846918975,0.32051705352238535,0.32051705352238535,0.002453564689801653,0.0010158288214565012
0.016842105263157894,0.05,1.476220762877317,38.956654367222114,0.3205305155805971,0.3205305155805971,0.004080776720561724,0.0016967088421750778
0.021052631578947368,0.0,1.4721423369513305,39.03344950019824,0.32025009224985207,0.32025009224985207,0.0,0.0
0.021052631578947368,0.005,1.4721610504271534,39.029680511235505,0.3202523702848068,0.3202523702848068,0.0005027852993556429,0.0002070950004098996
0.021052631578947368,0.01,1.4721797062108932,39.025914151152406,0.32025464244574303,0.32025464244574303,0.0010037010440716396,0.0004132317813432073
0.021052631578947368,0.02,1.4722168449672473,39.018389305023724,0.3202591691732329,0.3202591691732329,0.0020001392088096486,0.0008227431118566572
0.021052631578947368,0.03,1.4722537537496267,39.01087493666421,0.3202636724875477,0.3202636724875477,0.0029898947784927623,0.001228891562426462
0.021052631578947368,0.05,1.472326883501227,38.99587753308476,0.32027260909658106,0.32027260909658106,0.0049750192347059125,0.0020535326219329295
0.02526315789473684,0.0,1.4683991670413035,39.072626862297916,0.32000265388562493,0.32000265388562493,0.0,0.0
0.02526315789473684,0.005,1.468404194880876,39.06886264708984,0.3200038009625548,0.3200038009625548,0.0005941730535333443,0.00024294445511895653
0.02526315789473684,0.01,1.4684091651742728,39.06510106076969,0.32000494204835034,0.32000494204835034,0.0011862585683823281,0.00048481829637513833
0.02526315789473684,0.02,1.4684189333953785,39.057585762191934,0.3200072062739203,0.3200072062739203,0.0023644232070540415,0.0009654864385647278
0.02526315789473684,0.03,1.46842847224924,39.050080941416496,0.32000944661697917,0.32000944661697917,0.0035351832914748645,0.0014424246621629112
0.02526315789473684,0.05,1.4684468640253392,39.035102633104486,0.32001385587318043,0.32001385587318043,0.005884830720312816,0.002411415113725113
0.029473684210526315,0.0,1.4646688395270162,39.11180623042331,0.31975437363979053,0.31975437363979053,0.0,0.0
0.029473684210526315,0.005,1.4646602734382517,39.1080467936985,0.31975438955973257,0.31975438955973257,0.0006864245080998119,0.0002786018577083453
0.029473684210526315,0.01,1.4646516503157079,39.10428998587109,0.3197543993345405,0.3197543993345405,0.001370555782289041,0.0005560281990073815
0.029473684210526315,0.02,1.4646342332498643,39.096784244307024,0.31975440047587234,0.31975440047587234,0.002732236959535366,0.0011075067065086227
0.029473684210526315,0.03,1.4646165888895621,39.08928898058241,0.3197543771179022,0.3197543771179022,0.004085845082799358,0.0016549188092310333
0.029473684210526315,0.05,1.4645806205172618,39.0743297864841,0.3197542571195697,0.3197542571195697,0.0068039684968560585,0.002767715263587629
0.03368421052631579,0.0,1.4609512795166912,39.150987720791704,0.31950525272231833,0.31950525272231833,0.0,0.0
0.03368421052631579,0.005,1.4609292104011133,39.14723306722874,0.31950413728677035,0.31950413728677035,0.0007792329693826758,0.00031394027292499653
0.03368421052631579,0.01,1.4609070851237518,39.14348104257339,0.3195030155152035,0.3195030155152035,0.001555974636614253,0.0006266057053852087
0.03368421052631579,0.02,1.4608626663719575,39.135984867384664,0.31950075299089875,0.31950075299089875,0.0031023252501315183,0.0012482844958207645
0.03368421052631579,0.03,1.4608180238367687,39.12849917007696,0.319498465203058,0.319498465203058,0.004639967477838199,0.0018655825546459721
0.03368421052631579,0.05,1.4607280697091714,39.11355910893663,0.3194938140504466,0.3194938140504466,0.007729106059830593,0.0031210486603350314
0.03789473684210526,0.0,1.4572464126898557,39.19017144623284,0.3192552923486823,0.3192552923486823,0.0,0.0
0.03789473684210526,0.005,1.4572109306508005,39.18642158046013,0.319253045359605,0.319253045359605,0.000872420691698542,0.000348888389975569
0.03789473684210526,0.01,1.4571753936747582,39.18267434360644,0.31925079180673593,0.31925079180673593,0.0017421570375035654,0.0006964071042528996
0.03789473684210526,0.02,1.4571041552076165,39.17518774405494,0.319246265036317,0.319246265036317,0.0034739612211009754,0.0013875279165713442
0.03789473684210526,0.03,1.4570326978790722,39.167711622430126,0.3192417120906974,0.3192417120906974,0.005196443530781853,0.002073971064450502
0.03789473684210526,0.05,1.4568891289912271,39.15279071279203,0.3192325278860223,0.3192325278860223,0.00865832039950235,0.003470636975369811
0.042105263157894736,0.0,1.453554165291903,39.22935751629204,0.31900449373985307,0.31900449373985307,0.0,0.0
0.042105263157894736,0.005,1.4535053596426069,39.225612442888654,0.31900111499967015,0.31900111499967015,0.0009658779081812238,0.0003834043426500278
0.042105263157894736,0.01,1.4534565006272444,39.22186999841652,0.3189977294310327,0.3189977294310327,0.001928881897103869,0.0007653479913090291
0.042105263157894736,0.02,1.4533586228016677,39.21439298366537,0.31899093783494487,0.31899093783494487,0.0038466963263793434,0.0015250654094813606
0.042105263157894736,0.03,1.4532605324206755,39.20692644689028,0.318984119004574,0.318984119004574,0.005754590477198264,0.00227982270012062
0.042105263157894736,0.05,1.4530637164050837,39.19202470710023,0.3189703998520142,0.3189703998520142,0.009590426595057983,0.003816021817113484
0.04631578947368421,0.0,1.4498744641287111,39.2685460373302,0.3187528581222901,0.3187528581222901,0.0,0.0
0.04631578947368421,0.005,1.4498124234003182,39.26480576082596,0.3187483474338891,0.3187483474338891,0.0010595333082066328,0.00041746302376235436
0.04631578947368421,0.01,1.4497503312163103,39.26106811326643,0.31874382961547937,0.31874382961547937,0.0021160056140620996,0.000833377708309103
0.04631578947368421,0.02,1.4496259927920245,39.253600692380346,0.3187347726150925,0.3187347726150925,0.0042202393466016465,0.001660793844266564
0.04631578947368421,0.03,1.44950144947578,39.24614374952377,0.3187256871739351,0.3187256871739351,0.00631396521770318,0.0024829799403671957
0.04631578947368421,0.05,1.4492517506374643,39.23126119773066,0.3187074311796374,0.3187074311796374,0.010524656331129359,0.004156926406695256
0.05052631578947368,0.0,1.4462072365613154,39.307737112620075,0.3185003867279318,0.3185003867279318,0.0,0.0
0.05052631578947368,0.005,1.4461320485107825,39.30400163749645,0.3184947438946658,0.3184947438946658,0.0011533386130551369,0.0004510494472227256
0.05052631578947368,0.01,1.4460568112481278,39.30026879133168,0.31848909359294253,0.31848909359294253,0.0023034309845587006,0.0009004659714263918
0.05052631578947368,0.02,1.4459061894039793,39.292810973278314,0.31847777061055343,0.31847777061055343,0.004594393225594227,0.00179465138277955
0.05052631578947368,0.03,1.445755371662671,39.28536363331149,0.31846641783351326,0.31846641783351326,0.006874268033683115,0.002683348057069848
0.05052631578947368,0.05,1.4454531510138164,39.2705002874695,0.31844362310559676,0.31844362310559676,0.011460490302774757,0.004493183369239886
0.05473684210526315,0.0,1.4425524105006589,39.34693084243923,0.3182470807941894,0.3182470807941894,0.0,0.0
0.05473684210526315,0.005,1.4424641621185668,39.34320017312949,0.3182403056198773,0.3182403056198773,0.0012472600005638769,0.00048415504770086556
0.05473684210526315,0.01,1.4423758670944968,39.33947213279379,0.31823352260176346,0.31823352260176346,0.002491089921826038,0.0009665954190472764
0.05473684210526315,0.02,1.4421991374445644,39.33202392644412,0.31821993306059726,0.31821993306059726,0.004969019977191179,0.0019266023628659583
0.05473684210526315,0.03,1.4420222221978796,39.324586198241796,0.3182063122235195,0.3182063122235195,0.0074352891164982575,0.0028808721080708934
0.05473684210526315,0.05,1.4416678374920449,39.309742076111654,0.31817897687207847,0.31817897687207847,0.012397565226690136,0.004824694572699572
0.05894736842105263,0.0,1.4389099144023894,39.38612732416084,0.3179929415639374,0.3179929415639374,0.0,0.0
0.05894736842105263,0.005,1.438808691920663,39.382401465050265,0.3179850338528651,0.3179850338528651,0.001341273085216879,0.0005167755054559515
0.05894736842105263,0.01,1.4387074256874504,39.378678234930014,0.3179771178857479,0.3179771178857479,0.002678933342346736,0.00103175723218401
0.05894736842105263,0.02,1.4385047622969607,39.37123964905947,0.3179612612099604,0.3179612612099604,0.005344020154305285,0.002056628419018111
0.05894736842105263,0.03,1.4383019248903908,39.36381154140082,0.31794537158963254,0.31794537158963254,0.007996877297505929,0.003075523429095353
0.05894736842105263,0.05,1.4378957306563085,39.34898666055151,0.31791349372674077,0.31791349372674077,0.01333561950561379,0.005151407571595334
0.06315789473684211,0.0,1.4352796772617171,39.42532665233976,0.31773797028550554,0.31773797028550554,0.0,0.0
0.06315789473684211,0.005,1.4351655661612512,39.42160560776665,0.31772892984242607,0.31772892984242607,0.0014353598492105348,0.0005489094084712227
0.06315789473684211,0.01,1.4350514145139388,39.41788719220072,0.31771988069415896,0.31771988069415896,0.00286692498384002,0.001095948441377804
0.06315789473684211,0.02,1.4348229899149911,39.41045823548983,0.31770175630883785,0.31770175630883785,0.005719320303941216,0.002184723024823552
0.06315789473684211,0.03,1.4345944041359426,39.403039757059155,0.31768359718299294,0.31768359718299294,0.00855892094806707,0.0032672913351103
0.06315789473684211,0.05,1.4341367517109025,39.388234134869805,0.3176471749227074,0.3176471749227074,0.014274460064233802,0.005473301149312712
0.06736842105263158,0.0,1.4316616286083315,39.464528918797576,0.31748216821266945,0.31748216821266945,0.0,0.0
0.06736842105263158,0.005,1.4315347136265286,39.46081269305293,0.3174719948428054,0.3174719948428054,0.0015295066955728512,0.0005805573965948031
0.06736842105263158,0.01,1.4314077616105576,39.45709909633346,0.3174618122817082,0.3174618122817082,0.0030550374841089435,0.0011591702042654077
0.06736842105263158,0.02,1.431153746817668,39.44967977736896,0.31744141961287564,0.31744141961287564,0.006094865012622086,0.0023108880040639645
0.06736842105263158,0.03,1.4308995849113768,39.44227093675614,0.31742099026019294,0.31742099026019294,0.009121335872425978,0.003456177817628299
0.06736842105263158,0.05,1.4303908224742086,39.4274845904173,0.3173800217185583,0.3173800217185583,0.015213941341109885,0.005790376088758133
0.07157894736842105,0.0,1.4280556985013824,39.50373421270332,0.317225536604644,0.317225536604644,0.0,0.0
0.07157894736842105,0.005,1.4279160636396029,39.50002281003192,0.31721423011368727,0.31721423011368727,0.001623703173106656,0.0006117215947295285
0.07157894736842105,0.01,1.427776395558349,39.49631403640422,0.31720291390854755,0.31720291390854755,0.003243249813346298,0.0012214266651258904
0.07157894736842105,0.02,1.4274969600837986,39.48890436367959,0.31718025238316117,0.31718025238316117,0.006470611698954956,0.0024351312217232805
0.07157894736842105,0.03,1.4272173927690541,39.481505169381315,0.31715755208326907,0.31715755208326907,0.009684057384092535,0.0036421940369606434
0.07157894736842105,0.05,1.4266578653726976,39.46673811589721,0.3171120353783196,0.3171120353783196,0.016153951547980085,0.006102649073083884
0.07578947368421052,0.0,1.4244618175245018,39.54294262065293,0.3169680767260735,0.3169680767260735,0.0,0.0
0.07578947368421052,0.005,1.4243095460554287,39.539236045252984,0.3169556369201866,0.3169556369201866,0.0017179411178468796,0.0006424052256540156
0.07578947368421052,0.01,1.4241572454776537,39.5355320989164,0.31694318684026057,0.31694318684026057,0.0034315455454279314,0.0012827241760393797
0.07578947368421052,0.02,1.423852557346664,39.52813208083244,0.3169182558862162,0.3169182558862162,0.006846527108598741,0.0025574650078716843
0.07578947368421052,0.03,1.423547753831341,39.52074254125344,0.3168932839196925,0.3168932839196925,0.010247034973963754,0.003825357928971106
0.07578947368421052,0.05,1.422937803435041,39.50599479744241,0.31684321717145836,0.31684321717145836,0.017094403428510485,0.006410148528486185
0.08,0.0,1.4208799167808996,39.58215422674467,0.3167097898470234,0.3167097898470234,0.0,0.0
0.08,0.005,1.4207150912558029,39.57845248276862,0.3166962165328405,0.3166962165328405,0.0018122140607277446,0.0006726123380512513
0.08,0.01,1.4205502410230224,39.57475336787659,0.3166826323478535,0.3166826323478535,0.003619911665363854,0.001343070749928287
0.08,0.02,1.420220466788741,39.567363012743,0.31665543139398583,0.31665543139398583,0.007222584896867597,0.002677905051343164
0.08,0.03,1.4198905947851612,39.559983136195726,0.31662818704236184,0.31662818704236184,0.010810228633813632,0.004005692526008596
0.08,0.05,1.419230560286248,39.54525471869281,0.31657356837287104,0.31657356837287104,0.018035227889252832,0.006712911710612954
